genes,gene_short_name,GC_content,Gene_type,Transcript_name
OR6J1,OR6J1,49.44,protein_coding,OR6J1-201
OR6K3,OR6K3,37.8,protein_coding,OR6K3-201
OR6Y1,OR6Y1,37.53,protein_coding,OR6Y1-203
OR7A17,OR7A17,40.69,protein_coding,OR7A17-203
OR7C1,OR7C1,41.86,protein_coding,OR7C1-203
OR7D2,OR7D2,41.88,protein_coding,OR7D2-203
OR7D4,OR7D4,42.29,protein_coding,OR7D4-202
OR7G2,OR7G2,45.24,protein_coding,OR7G2-202
OR8A1,OR8A1,39.99,protein_coding,OR8A1-203
OR8B8,OR8B8,43.2,protein_coding,OR8B8-202
OR8H1,OR8H1,40.37,protein_coding,OR8H1-205
ORAI1,ORAI1,53.67,protein_coding,ORAI1-203
ORAI2,ORAI2,54.68,protein_coding,ORAI2-206
ORC2,ORC2,39.06,protein_coding,ORC2-201
ORC3,ORC3,38.95,protein_coding,ORC3-202
ORC4,ORC4,36.15,protein_coding,ORC4-202
ORC5,ORC5,36.03,protein_coding,ORC5-201
ORC6,ORC6,44.16,protein_coding,ORC6-203
ORMDL1,ORMDL1,37.52,protein_coding,ORMDL1-203
ORMDL2,ORMDL2,46.24,protein_coding,ORMDL2-201
ORMDL3,ORMDL3,57.09,protein_coding,ORMDL3-201
OS9,OS9,43.99,protein_coding,OS9-220
OSBP,OSBP,42.65,protein_coding,OSBP-201
OSBPL10,OSBPL10,42.45,protein_coding,OSBPL10-201
OSBPL11,OSBPL11,39.36,protein_coding,OSBPL11-201
OSBPL1A,OSBPL1A,40.87,protein_coding,OSBPL1A-201
OSBPL2,OSBPL2,52.75,protein_coding,OSBPL2-206
OSBPL3,OSBPL3,40.72,protein_coding,OSBPL3-201
OSBPL6,OSBPL6,39.34,protein_coding,OSBPL6-205
OSBPL8,OSBPL8,36.48,protein_coding,OSBPL8-202
OSBPL9,OSBPL9,40.08,protein_coding,OSBPL9-202
OSER1,OSER1,40.48,protein_coding,OSER1-202
OSGEP,OSGEP,45.08,protein_coding,OSGEP-208
OSGIN2,OSGIN2,38.21,protein_coding,OSGIN2-204
OSMR,OSMR,40.64,protein_coding,OSMR-202
OST4,OST4,54.69,protein_coding,OST4-202
OSTC,OSTC,39.57,protein_coding,OSTC-201
OSTF1,OSTF1,40.26,protein_coding,OSTF1-201
OSTM1,OSTM1,42.48,protein_coding,OSTM1-201
OTUB1,OTUB1,59.12,protein_coding,OTUB1-201
OTUD3,OTUD3,41.39,protein_coding,OTUD3-201
OTUD4,OTUD4,37.6,protein_coding,OTUD4-203
OTUD5,OTUD5,49.93,protein_coding,OTUD5-205
OTUD6A,OTUD6A,57.52,protein_coding,OTUD6A-201
OTUD6B,OTUD6B,34.94,protein_coding,OTUD6B-201
OTUD7B,OTUD7B,42.48,protein_coding,OTUD7B-202
OTULIN,OTULIN,41.68,protein_coding,OTULIN-202
OXA1L,OXA1L,46.65,protein_coding,OXA1L-212
OXCT1,OXCT1,37.45,protein_coding,OXCT1-201
OXR1,OXR1,36.58,protein_coding,OXR1-215
OXSR1,OXSR1,38.68,protein_coding,OXSR1-206
P2RX4,P2RX4,50.4,protein_coding,P2RX4-202
P2RX7,P2RX7,46.29,protein_coding,P2RX7-206
P3H1,P3H1,50.04,protein_coding,P3H1-207
P3H4,P3H4,56.65,protein_coding,P3H4-201
P4HA1,P4HA1,38.79,protein_coding,P4HA1-202
P4HA2,P4HA2,49.39,protein_coding,P4HA2-207
P4HB,P4HB,55.74,protein_coding,P4HB-201
P4HTM,P4HTM,54.54,protein_coding,P4HTM-202
PA2G4,PA2G4,46.13,protein_coding,PA2G4-201
PAAF1,PAAF1,42.99,protein_coding,PAAF1-210
PABPC1,PABPC1,40.75,protein_coding,PABPC1-206
PABPC1L,PABPC1L,47.22,protein_coding,PABPC1L-202
PABPC4,PABPC4,47.27,protein_coding,PABPC4-213
PABPN1,PABPN1,50.48,protein_coding,PABPN1-201
PACRGL,PACRGL,38.27,protein_coding,PACRGL-205
PACS1,PACS1,43.99,protein_coding,PACS1-205
PACS2,PACS2,57.4,protein_coding,PACS2-202
PACSIN2,PACSIN2,48.59,protein_coding,PACSIN2-211
PADI2,PADI2,51.75,protein_coding,PADI2-202
PAF1,PAF1,52.37,protein_coding,PAF1-201
PAFAH1B1,PAFAH1B1,42.4,protein_coding,PAFAH1B1-211
PAFAH1B2,PAFAH1B2,43.37,protein_coding,PAFAH1B2-204
PAFAH1B3,PAFAH1B3,53.73,protein_coding,PAFAH1B3-201
PAFAH2,PAFAH2,45.67,protein_coding,PAFAH2-201
PAG1,PAG1,40.56,protein_coding,PAG1-201
PAGR1,PAGR1,53.8,protein_coding,PAGR1-201
PAICS,PAICS,39.99,protein_coding,PAICS-208
PAIP1,PAIP1,38.36,protein_coding,PAIP1-201
PAIP2,PAIP2,43.58,protein_coding,PAIP2-204
PAIP2B,PAIP2B,40.16,protein_coding,PAIP2B-201
PAK1,PAK1,39.88,protein_coding,PAK1-202
PAK1IP1,PAK1IP1,40.66,protein_coding,PAK1IP1-201
PAK2,PAK2,41.7,protein_coding,PAK2-201
PAK3,PAK3,39.22,protein_coding,PAK3-209
PAK4,PAK4,56.17,protein_coding,PAK4-212
PALLD,PALLD,39.87,protein_coding,PALLD-206
PALM,PALM,59.66,protein_coding,PALM-201
PALMD,PALMD,37.49,protein_coding,PALMD-201
PAM,PAM,35.92,protein_coding,PAM-212
PAM16,PAM16,56.77,protein_coding,PAM16-215
PAN2,PAN2,47.67,protein_coding,PAN2-217
PAN3,PAN3,37.49,protein_coding,PAN3-204
PANK1,PANK1,39.91,protein_coding,PANK1-202
PANK2,PANK2,45.01,protein_coding,PANK2-206
PANK3,PANK3,37.52,protein_coding,PANK3-201
PANO1,PANO1,67.04,protein_coding,PANO1-201
PAPLN,PAPLN,55.23,protein_coding,PAPLN-212
PAPOLA,PAPOLA,36.57,protein_coding,PAPOLA-210
PAPOLG,PAPOLG,39.59,protein_coding,PAPOLG-201
PAPSS1,PAPSS1,38.55,protein_coding,PAPSS1-208
PAQR5,PAQR5,46.87,protein_coding,PAQR5-202
PAQR7,PAQR7,51.15,protein_coding,PAQR7-201
PAQR8,PAQR8,42.53,protein_coding,PAQR8-203
PARD3,PARD3,40.01,protein_coding,PARD3-208
PARD6B,PARD6B,41.04,protein_coding,PARD6B-201
PARD6G,PARD6G,47.49,protein_coding,PARD6G-201
PARG,PARG,38.39,protein_coding,PARG-201
PARK7,PARK7,45.41,protein_coding,PARK7-208
PARL,PARL,41.83,protein_coding,PARL-212
PARN,PARN,41.91,protein_coding,PARN-225
PARP1,PARP1,46.8,protein_coding,PARP1-203
PARP11,PARP11,39.15,protein_coding,PARP11-202
PARP14,PARP14,40.87,protein_coding,PARP14-202
PARP15,PARP15,40.52,protein_coding,PARP15-202
PARP2,PARP2,42.36,protein_coding,PARP2-202
PARP4,PARP4,42.87,protein_coding,PARP4-201
PARP6,PARP6,43.94,protein_coding,PARP6-219
PARP9,PARP9,42.46,protein_coding,PARP9-205
PARVA,PARVA,43.49,protein_coding,PARVA-204
PARVB,PARVB,50.79,protein_coding,PARVB-204
PATJ,PATJ,40.66,protein_coding,PATJ-217
PATL1,PATL1,39.89,protein_coding,PATL1-201
PATL2,PATL2,53.54,lncRNA,PATL2-210
PAWR,PAWR,36.81,protein_coding,PAWR-205
PAX5,PAX5,49.3,protein_coding,PAX5-201
PAX6,PAX6,49.68,protein_coding,PAX6-231
PAXBP1,PAXBP1,50.76,protein_coding,PAXBP1-210
PAXIP1,PAXIP1,40.84,protein_coding,PAXIP1-202
PBDC1,PBDC1,42.16,protein_coding,PBDC1-202
PBLD,PBLD,43.3,protein_coding,PBLD-203
PBRM1,PBRM1,40.81,protein_coding,PBRM1-203
PBX1,PBX1,41.67,protein_coding,PBX1-205
PCBD1,PCBD1,50.57,protein_coding,PCBD1-203
PCBD2,PCBD2,42.21,protein_coding,PCBD2-201
PCBP1,PCBP1,54.89,protein_coding,PCBP1-201
PCBP2,PCBP2,43.79,protein_coding,PCBP2-201
PCCA,PCCA,39.84,protein_coding,PCCA-202
PCCB,PCCB,41.75,protein_coding,PCCB-201
PCDH11X,PCDH11X,35.82,protein_coding,PCDH11X-206
PCDH11Y,PCDH11Y,35.66,protein_coding,PCDH11Y-202
PCDH9,PCDH9,34.66,protein_coding,PCDH9-202
PCDHA10,PCDHA10,39.83,protein_coding,PCDHA10-203
PCDHA4,PCDHA4,40.01,protein_coding,PCDHA4-204
PCDHA9,PCDHA9,39.93,protein_coding,PCDHA9-202
PCDHB1,PCDHB1,40.05,protein_coding,PCDHB1-201
PCDHB11,PCDHB11,48.56,protein_coding,PCDHB11-201
PCDHB13,PCDHB13,47.07,protein_coding,PCDHB13-201
PCDHB16,PCDHB16,44.75,protein_coding,PCDHB16-201
PCDHGA10,PCDHGA10,45.53,protein_coding,PCDHGA10-202
PCDHGA5,PCDHGA5,45.2,protein_coding,PCDHGA5-202
PCDHGA6,PCDHGA6,45.24,protein_coding,PCDHGA6-201
PCDHGA8,PCDHGA8,45.19,protein_coding,PCDHGA8-202
PCDHGB6,PCDHGB6,45.54,protein_coding,PCDHGB6-202
PCF11,PCF11,38.25,protein_coding,PCF11-201
PCGF1,PCGF1,55.26,protein_coding,PCGF1-203
PCGF2,PCGF2,57.07,protein_coding,PCGF2-204
PCGF3,PCGF3,56.09,protein_coding,PCGF3-203
PCGF5,PCGF5,38.13,protein_coding,PCGF5-203
PCID2,PCID2,43.4,protein_coding,PCID2-202
PCLAF,PCLAF,43.33,protein_coding,PCLAF-201
PCM1,PCM1,36.54,protein_coding,PCM1-201
PCMT1,PCMT1,41.51,protein_coding,PCMT1-203
PCMTD1,PCMTD1,36.74,protein_coding,PCMTD1-201
PCMTD2,PCMTD2,44.58,protein_coding,PCMTD2-223
PCNA,PCNA,42.54,protein_coding,PCNA-201
PCNP,PCNP,39.69,protein_coding,PCNP-201
PCNT,PCNT,51.58,protein_coding,PCNT-201
PCNX1,PCNX1,36.87,protein_coding,PCNX1-210
PCNX2,PCNX2,40.87,protein_coding,PCNX2-201
PCNX3,PCNX3,60.5,protein_coding,PCNX3-201
PCNX4,PCNX4,37.99,protein_coding,PCNX4-201
PCSK5,PCSK5,40.14,protein_coding,PCSK5-202
PCSK6,PCSK6,48.11,protein_coding,PCSK6-206
PCSK7,PCSK7,50.91,protein_coding,PCSK7-201
PCTP,PCTP,40.3,protein_coding,PCTP-201
PCYOX1,PCYOX1,45.24,protein_coding,PCYOX1-203
PCYT1A,PCYT1A,46.69,protein_coding,PCYT1A-209
PCYT1B,PCYT1B,42.38,protein_coding,PCYT1B-203
PDAP1,PDAP1,53.84,protein_coding,PDAP1-204
PDCD10,PDCD10,35.73,protein_coding,PDCD10-201
PDCD11,PDCD11,46.81,protein_coding,PDCD11-207
PDCD2,PDCD2,41.64,protein_coding,PDCD2-208
PDCD4,PDCD4,34.69,protein_coding,PDCD4-201
PDCD5,PDCD5,45.21,protein_coding,PDCD5-207
PDCD6,PDCD6,51.3,protein_coding,PDCD6-210
PDCD6IP,PDCD6IP,36.87,protein_coding,PDCD6IP-201
PDCD7,PDCD7,45.71,protein_coding,PDCD7-201
PDCL,PDCL,45.24,protein_coding,PDCL-203
PDCL3,PDCL3,46.62,protein_coding,PDCL3-201
PDE12,PDE12,41.25,protein_coding,PDE12-202
PDE1B,PDE1B,49.29,protein_coding,PDE1B-201
PDE3B,PDE3B,36.95,protein_coding,PDE3B-201
PDE4B,PDE4B,37.45,protein_coding,PDE4B-201
PDE4D,PDE4D,37.37,protein_coding,PDE4D-203
PDE5A,PDE5A,36.4,protein_coding,PDE5A-202
PDE6A,PDE6A,43.36,protein_coding,PDE6A-201
PDE6B,PDE6B,56.84,protein_coding,PDE6B-201
PDE7A,PDE7A,37.7,protein_coding,PDE7A-203
PDE8A,PDE8A,41.8,protein_coding,PDE8A-201
PDGFA,PDGFA,60.14,protein_coding,PDGFA-203
PDHA1,PDHA1,44.44,protein_coding,PDHA1-207
PDHB,PDHB,43.56,protein_coding,PDHB-201
PDHX,PDHX,36.68,protein_coding,PDHX-208
PDIA3,PDIA3,42.99,protein_coding,PDIA3-201
PDIA4,PDIA4,50.88,protein_coding,PDIA4-204
PDIA5,PDIA5,45.22,protein_coding,PDIA5-207
PDIA6,PDIA6,46.27,protein_coding,PDIA6-201
PDK1,PDK1,39.52,protein_coding,PDK1-208
PDLIM1,PDLIM1,43.73,protein_coding,PDLIM1-201
PDLIM2,PDLIM2,58.44,protein_coding,PDLIM2-215
PDLIM3,PDLIM3,40.06,protein_coding,PDLIM3-201
PDLIM5,PDLIM5,36.89,protein_coding,PDLIM5-203
PDP1,PDP1,42.9,protein_coding,PDP1-210
PDP2,PDP2,48.25,protein_coding,PDP2-204
PDPK1,PDPK1,52.5,protein_coding,PDPK1-215
PDPN,PDPN,45.38,protein_coding,PDPN-201
PDPR,PDPR,47.32,protein_coding,PDPR-201
PDRG1,PDRG1,49.33,protein_coding,PDRG1-201
PDS5A,PDS5A,40.35,protein_coding,PDS5A-201
PDS5B,PDS5B,36.61,protein_coding,PDS5B-201
PDSS2,PDSS2,39.82,protein_coding,PDSS2-202
PDZD11,PDZD11,49.29,protein_coding,PDZD11-201
PDZD2,PDZD2,45.42,protein_coding,PDZD2-212
PDZD7,PDZD7,55.56,protein_coding,PDZD7-204
PDZD8,PDZD8,37.49,protein_coding,PDZD8-201
PEA15,PEA15,51.85,protein_coding,PEA15-201
PEAK1,PEAK1,38.12,protein_coding,PEAK1-204
PEAK3,PEAK3,59.96,protein_coding,PEAK3-201
PEBP1,PEBP1,48.71,protein_coding,PEBP1-201
PECAM1,PECAM1,47.28,protein_coding,PECAM1-203
PECR,PECR,42.56,protein_coding,PECR-202
PEF1,PEF1,48.36,protein_coding,PEF1-201
PELI1,PELI1,36.89,protein_coding,PELI1-201
PELP1,PELP1,48.03,protein_coding,PELP1-208
PER1,PER1,58.98,protein_coding,PER1-201
PER2,PER2,52.1,protein_coding,PER2-201
PERP,PERP,39.25,protein_coding,PERP-201
PET100,PET100,56.01,protein_coding,PET100-202
PEX1,PEX1,37.11,protein_coding,PEX1-204
PEX11A,PEX11A,43.93,protein_coding,PEX11A-202
PEX11B,PEX11B,45.25,protein_coding,PEX11B-202
PEX13,PEX13,39.79,protein_coding,PEX13-204
PEX19,PEX19,46.35,protein_coding,PEX19-201
PEX2,PEX2,38.37,protein_coding,PEX2-201
PEX26,PEX26,48.63,protein_coding,PEX26-201
PEX3,PEX3,35.1,protein_coding,PEX3-202
PFAS,PFAS,51.84,protein_coding,PFAS-210
PFDN1,PFDN1,40.78,protein_coding,PFDN1-201
PFDN2,PFDN2,44.06,protein_coding,PFDN2-202
PFDN4,PFDN4,41.63,protein_coding,PFDN4-201
PFDN5,PFDN5,47.28,protein_coding,PFDN5-214
PFKFB2,PFKFB2,42.36,protein_coding,PFKFB2-208
PFKFB3,PFKFB3,50.91,protein_coding,PFKFB3-205
PFKL,PFKL,63.48,protein_coding,PFKL-201
PFKM,PFKM,44.84,protein_coding,PFKM-219
PFKP,PFKP,51.45,protein_coding,PFKP-212
PFN1,PFN1,57.98,protein_coding,PFN1-201
PFN2,PFN2,39.59,protein_coding,PFN2-203
PGAM1,PGAM1,47.44,protein_coding,PGAM1-201
PGAM5,PGAM5,55.09,protein_coding,PGAM5-201
PGAP3,PGAP3,51.61,protein_coding,PGAP3-206
PGBD2,PGBD2,46.25,protein_coding,PGBD2-202
PGBD4,PGBD4,42.17,protein_coding,PGBD4-201
PGBD5,PGBD5,48.33,protein_coding,PGBD5-201
PGD,PGD,47.54,protein_coding,PGD-207
PGGT1B,PGGT1B,35.39,protein_coding,PGGT1B-203
PGK1,PGK1,39.63,protein_coding,PGK1-206
PGLS,PGLS,53.3,protein_coding,PGLS-201
PGM1,PGM1,42.35,protein_coding,PGM1-202
PGM2L1,PGM2L1,37.45,protein_coding,PGM2L1-201
PGM3,PGM3,38.66,protein_coding,PGM3-203
PGPEP1,PGPEP1,51.31,protein_coding,PGPEP1-202
PGRMC1,PGRMC1,42.58,protein_coding,PGRMC1-201
PGRMC2,PGRMC2,38.64,protein_coding,PGRMC2-201
PGS1,PGS1,52.04,protein_coding,PGS1-201
PHACTR1,PHACTR1,41.2,protein_coding,PHACTR1-201
PHACTR2,PHACTR2,40.02,protein_coding,PHACTR2-203
PHACTR3,PHACTR3,47.63,protein_coding,PHACTR3-202
PHACTR4,PHACTR4,42.87,protein_coding,PHACTR4-209
PHAX,PHAX,43.26,protein_coding,PHAX-201
PHB,PHB,48.42,protein_coding,PHB-201
PHB2,PHB2,53.07,protein_coding,PHB2-205
PHC1,PHC1,44.13,protein_coding,PHC1-205
PHC2,PHC2,45.03,protein_coding,PHC2-210
PHC3,PHC3,37.75,protein_coding,PHC3-209
PHF1,PHF1,74.94,lncRNA,PHF1-225
PHF10,PHF10,39.49,protein_coding,PHF10-202
PHF11,PHF11,41.72,protein_coding,PHF11-210
PHF12,PHF12,46.18,protein_coding,PHF12-202
PHF14,PHF14,34.85,protein_coding,PHF14-216
PHF20,PHF20,44.08,protein_coding,PHF20-207
PHF20L1,PHF20L1,34.77,protein_coding,PHF20L1-208
PHF21A,PHF21A,38.79,protein_coding,PHF21A-207
PHF3,PHF3,36.07,protein_coding,PHF3-208
PHF6,PHF6,37.47,protein_coding,PHF6-204
PHF7,PHF7,45.17,protein_coding,PHF7-201
PHF8,PHF8,43.07,protein_coding,PHF8-202
PHGDH,PHGDH,43.78,protein_coding,PHGDH-223
PHIP,PHIP,34.28,protein_coding,PHIP-201
PHKA2,PHKA2,45.6,protein_coding,PHKA2-201
PHKB,PHKB,38.19,protein_coding,PHKB-207
PHKG2,PHKG2,52.58,protein_coding,PHKG2-204
PHLDA1,PHLDA1,45.13,protein_coding,PHLDA1-202
PHLDA2,PHLDA2,65,protein_coding,PHLDA2-202
PHLDA3,PHLDA3,57.4,protein_coding,PHLDA3-202
PHLDB1,PHLDB1,54.3,protein_coding,PHLDB1-202
PHLDB2,PHLDB2,38.78,protein_coding,PHLDB2-201
PHLDB3,PHLDB3,50.67,protein_coding,PHLDB3-203
PHLPP1,PHLPP1,39.46,protein_coding,PHLPP1-201
PHLPP2,PHLPP2,41.82,protein_coding,PHLPP2-205
PHPT1,PHPT1,66.23,protein_coding,PHPT1-202
PHTF1,PHTF1,39.1,protein_coding,PHTF1-209
PHTF2,PHTF2,37.65,protein_coding,PHTF2-206
PHYH,PHYH,46.07,protein_coding,PHYH-202
PHYHD1,PHYHD1,51.56,protein_coding,PHYHD1-203
PHYKPL,PHYKPL,51.42,protein_coding,PHYKPL-201
PI4KA,PI4KA,47.81,protein_coding,PI4KA-201
PI4KB,PI4KB,48.46,protein_coding,PI4KB-213
PIAS1,PIAS1,38.09,protein_coding,PIAS1-201
PIAS2,PIAS2,38.59,protein_coding,PIAS2-204
PIAS3,PIAS3,52.28,protein_coding,PIAS3-206
PIAS4,PIAS4,59.33,protein_coding,PIAS4-201
PICALM,PICALM,37.29,protein_coding,PICALM-219
PICK1,PICK1,54.9,protein_coding,PICK1-208
PIDD1,PIDD1,62.59,protein_coding,PIDD1-204
PIEZO1,PIEZO1,61.99,protein_coding,PIEZO1-201
PIF1,PIF1,55.24,protein_coding,PIF1-201
PIGA,PIGA,39.56,protein_coding,PIGA-201
PIGB,PIGB,39.99,protein_coding,PIGB-205
PIGBOS1,PIGBOS1,47.12,protein_coding,PIGBOS1-201
PIGC,PIGC,38.22,protein_coding,PIGC-205
PIGF,PIGF,36.08,protein_coding,PIGF-201
PIGG,PIGG,49.98,protein_coding,PIGG-207
PIGH,PIGH,43.92,protein_coding,PIGH-211
PIGK,PIGK,35.84,protein_coding,PIGK-202
PIGL,PIGL,44.78,protein_coding,PIGL-216
PIGM,PIGM,39.87,protein_coding,PIGM-201
PIGN,PIGN,38.03,protein_coding,PIGN-236
PIGO,PIGO,53.46,protein_coding,PIGO-201
PIGP,PIGP,42.2,protein_coding,PIGP-202
PIGQ,PIGQ,64.36,protein_coding,PIGQ-207
PIGR,PIGR,49.28,protein_coding,PIGR-201
PIGS,PIGS,47.26,protein_coding,PIGS-201
PIGT,PIGT,45.91,protein_coding,PIGT-202
PIGW,PIGW,44.87,protein_coding,PIGW-205
PIGX,PIGX,45.36,protein_coding,PIGX-205
PIH1D1,PIH1D1,55.81,protein_coding,PIH1D1-208
PIK3C2A,PIK3C2A,39.84,protein_coding,PIK3C2A-203
PIK3C2B,PIK3C2B,49.35,protein_coding,PIK3C2B-202
PIK3C3,PIK3C3,35.33,protein_coding,PIK3C3-201
PIK3CA,PIK3CA,35.78,protein_coding,PIK3CA-204
PIK3CB,PIK3CB,40.59,protein_coding,PIK3CB-208
PIK3CD,PIK3CD,51.33,protein_coding,PIK3CD-202
PIK3IP1,PIK3IP1,51.26,protein_coding,PIK3IP1-201
PIK3R1,PIK3R1,39.2,protein_coding,PIK3R1-211
PIK3R2,PIK3R2,57.71,protein_coding,PIK3R2-201
PIK3R3,PIK3R3,40.27,protein_coding,PIK3R3-201
PIK3R4,PIK3R4,36.67,protein_coding,PIK3R4-201
PIKFYVE,PIKFYVE,37.09,protein_coding,PIKFYVE-203
PILRB,PILRB,53.3,protein_coding,PILRB-208
PIM2,PIM2,53.5,protein_coding,PIM2-201
PIM3,PIM3,68.65,protein_coding,PIM3-201
PIN1,PIN1,56.31,protein_coding,PIN1-211
PIN4,PIN4,44.57,protein_coding,PIN4-202
PINK1,PINK1,50.78,protein_coding,PINK1-201
PINLYP,PINLYP,51.83,protein_coding,PINLYP-206
PIP4K2A,PIP4K2A,41.89,protein_coding,PIP4K2A-202
PIP4K2B,PIP4K2B,49.36,protein_coding,PIP4K2B-204
PIP4K2C,PIP4K2C,46.79,protein_coding,PIP4K2C-202
PIP5K1A,PIP5K1A,45.21,protein_coding,PIP5K1A-203
PIP5KL1,PIP5KL1,57.01,protein_coding,PIP5KL1-202
PIPOX,PIPOX,51.43,protein_coding,PIPOX-208
PIR,PIR,38.99,protein_coding,PIR-206
PISD,PISD,51.17,protein_coding,PISD-202
PITHD1,PITHD1,44.53,protein_coding,PITHD1-201
PITPNA,PITPNA,49.87,protein_coding,PITPNA-201
PITPNB,PITPNB,39.71,protein_coding,PITPNB-202
PITPNM1,PITPNM1,62.46,protein_coding,PITPNM1-216
PITRM1,PITRM1,46.17,protein_coding,PITRM1-211
PITX1,PITX1,59.39,protein_coding,PITX1-201
PJA2,PJA2,37.65,protein_coding,PJA2-201
PKD1,PKD1,63.1,protein_coding,PKD1-201
PKD2L2,PKD2L2,39.33,protein_coding,PKD2L2-204
PKIB,PKIB,37.28,protein_coding,PKIB-207
PKIG,PKIG,44.32,protein_coding,PKIG-207
PKM,PKM,48.38,protein_coding,PKM-212
PKN1,PKN1,53.14,protein_coding,PKN1-203
PKN2,PKN2,36.25,protein_coding,PKN2-201
PKNOX1,PKNOX1,46.99,protein_coding,PKNOX1-201
PKP2,PKP2,40.8,protein_coding,PKP2-202
PKP4,PKP4,38.59,protein_coding,PKP4-205
PLA2G12A,PLA2G12A,38.99,protein_coding,PLA2G12A-201
PLA2G15,PLA2G15,53.91,protein_coding,PLA2G15-202
PLA2G2D,PLA2G2D,50.59,protein_coding,PLA2G2D-201
PLA2G4B,PLA2G4B,60.49,protein_coding,PLA2G4B-201
PLA2G4C,PLA2G4C,47.68,protein_coding,PLA2G4C-219
PLA2G4D,PLA2G4D,51.46,protein_coding,PLA2G4D-203
PLA2R1,PLA2R1,39.22,protein_coding,PLA2R1-203
PLAA,PLAA,37.93,protein_coding,PLAA-201
PLAAT3,PLAAT3,45.84,protein_coding,PLAAT3-201
PLAAT4,PLAAT4,48.53,protein_coding,PLAAT4-204
PLAC8,PLAC8,41.72,protein_coding,PLAC8-201
PLAG1,PLAG1,38.74,protein_coding,PLAG1-201
PLAGL2,PLAGL2,48.45,protein_coding,PLAGL2-201
PLAUR,PLAUR,49.94,protein_coding,PLAUR-202
PLBD2,PLBD2,51.12,protein_coding,PLBD2-202
PLCB1,PLCB1,38.19,protein_coding,PLCB1-233
PLCB3,PLCB3,60.32,protein_coding,PLCB3-201
PLCB4,PLCB4,39.14,protein_coding,PLCB4-205
PLCD3,PLCD3,57.79,protein_coding,PLCD3-212
PLCD4,PLCD4,47.34,protein_coding,PLCD4-206
PLCE1,PLCE1,41.18,protein_coding,PLCE1-202
PLCG1,PLCG1,49.84,protein_coding,PLCG1-201
PLCXD1,PLCXD1,53.82,protein_coding,PLCXD1-203
PLD1,PLD1,38.86,protein_coding,PLD1-208
PLD3,PLD3,52.33,protein_coding,PLD3-221
PLD5,PLD5,40.38,protein_coding,PLD5-208
PLD6,PLD6,55.95,protein_coding,PLD6-201
PLEC,PLEC,63.62,protein_coding,PLEC-202
PLEKHA1,PLEKHA1,37.12,protein_coding,PLEKHA1-208
PLEKHA2,PLEKHA2,46.53,protein_coding,PLEKHA2-206
PLEKHA3,PLEKHA3,37.26,protein_coding,PLEKHA3-201
PLEKHA5,PLEKHA5,38.09,protein_coding,PLEKHA5-216
PLEKHA6,PLEKHA6,48.91,protein_coding,PLEKHA6-201
PLEKHA7,PLEKHA7,46.37,protein_coding,PLEKHA7-217
PLEKHB2,PLEKHB2,42.42,protein_coding,PLEKHB2-204
PLEKHD1,PLEKHD1,48.42,protein_coding,PLEKHD1-202
PLEKHF2,PLEKHF2,37.19,protein_coding,PLEKHF2-201
PLEKHG1,PLEKHG1,42.32,protein_coding,PLEKHG1-202
PLEKHG2,PLEKHG2,56.66,protein_coding,PLEKHG2-203
PLEKHG3,PLEKHG3,52.94,protein_coding,PLEKHG3-209
PLEKHG4B,PLEKHG4B,49.1,protein_coding,PLEKHG4B-204
PLEKHH1,PLEKHH1,48.02,protein_coding,PLEKHH1-201
PLEKHH2,PLEKHH2,38.98,protein_coding,PLEKHH2-201
PLEKHH3,PLEKHH3,62,protein_coding,PLEKHH3-206
PLEKHJ1,PLEKHJ1,61.63,protein_coding,PLEKHJ1-205
PLEKHM1,PLEKHM1,50.49,protein_coding,PLEKHM1-219
PLEKHM3,PLEKHM3,41.33,protein_coding,PLEKHM3-202
PLG,PLG,40.43,protein_coding,PLG-203
PLGRKT,PLGRKT,39.9,protein_coding,PLGRKT-201
PLIN2,PLIN2,44.99,protein_coding,PLIN2-205
PLIN3,PLIN3,52.34,protein_coding,PLIN3-201
PLIN5,PLIN5,55.3,protein_coding,PLIN5-201
PLK2,PLK2,41.73,protein_coding,PLK2-201
PLK3,PLK3,59.51,protein_coding,PLK3-201
PLK5,PLK5,60.25,protein_coding,PLK5-202
PLLP,PLLP,51.12,protein_coding,PLLP-203
PLOD1,PLOD1,53.54,protein_coding,PLOD1-208
PLOD2,PLOD2,36.22,protein_coding,PLOD2-204
PLOD3,PLOD3,58.5,protein_coding,PLOD3-206
PLP2,PLP2,54.07,protein_coding,PLP2-201
PLPBP,PLPBP,43.58,protein_coding,PLPBP-201
PLPP2,PLPP2,54.68,protein_coding,PLPP2-202
PLPP3,PLPP3,41.42,protein_coding,PLPP3-201
PLPP5,PLPP5,45.35,protein_coding,PLPP5-209
PLRG1,PLRG1,34.62,protein_coding,PLRG1-202
PLS1,PLS1,38.52,protein_coding,PLS1-202
PLS3,PLS3,38.9,protein_coding,PLS3-207
PLSCR1,PLSCR1,36.3,protein_coding,PLSCR1-201
PLXDC1,PLXDC1,50.88,protein_coding,PLXDC1-201
PLXDC2,PLXDC2,37.34,protein_coding,PLXDC2-202
PLXNA3,PLXNA3,60.44,protein_coding,PLXNA3-201
PLXNB1,PLXNB1,59.81,protein_coding,PLXNB1-201
PLXNB2,PLXNB2,64.97,protein_coding,PLXNB2-210
PM20D2,PM20D2,39.6,protein_coding,PM20D2-201
